Número Artículo,Cantidad Surtida,Cantidad Por Facturar,Id Docto Cargo,Folio Factura,Serie Factura,Tipo Documento,Estado Venta,Fecha,Descripción,Fecha Vencimiento,Usuario Alta,Observaciones,OCCliente,No. Docto. Venta
FF5776FLG,1.0000,0.0000,3589681,3589952,109076ARLF,Salidas en Vale,Facturada,10/01/2026 10:58:22,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",22/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,26/12/2025 COTIZACIÓN MARIO RICO,,4449
FF5776FLG,1.0000,0.0000,3589717,3589954,109077ARLF,Salidas en Vale,Facturada,10/01/2026 11:26:37,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",20/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,18/12/2025 COTIZACIÓN MARIO RICO,,4450
FF5776FLG,1.0000,0.0000,3589896,3589933,109074ARLF,Salidas en Vale,Facturada,10/01/2026 12:57:03,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",28/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,22/12/2025 COTIZACION YONATAN COBOS,,4451
FF5776FLG,2.0000,0.0000,3590096,,,Salidas en Vale,Devuelta,12/01/2026 10:14:37,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",07/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,"16/12/2025 COTIZACIÓN MARIO RICO, PASAN A COBRO 2 CORES DE LA 4707CP",,4453
FF5776FLG,1.0000,0.0000,3590565,,,Salidas en Vale,Devuelta,12/01/2026 14:34:55,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",22/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,10 y 11/12/2026 COTIZACIÓN MARIO RICO,,4454
FF5776FLG,1.0000,0.0000,3590872,3591807,109145ARLF,Salidas en Vale,Facturada,12/01/2026 21:50:15,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",25/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,30/12/2025 cotización Yonatan cobos,,4455
FF5776FLG,3.0000,0.0000,3590873,3591794,109144ARLF,Salidas en Vale,Facturada,12/01/2026 22:16:20,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",26/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,29/12/2025 COTIZACIÓN MARIO RICO,,4456
FF5776FLG,1.0000,0.0000,3590874,3591784,109143ARLF,Salidas en Vale,Facturada,12/01/2026 22:38:07,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",27/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,27 y 28 /12/2025 COTIZACIÓN MARIO RICO,,4457
FF5776FLG,1.0000,0.0000,3590875,,,Salidas en Vale,Devuelta,12/01/2026 23:07:51,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",22/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,09/01/2026  COTIZACION   YONATAN COBOS,,4458
FF5776FLG,3.0000,0.0000,3591517,,,Salidas en Vale,Devuelta,13/01/2026 14:59:25,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",23/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,12/01/2026 COTIZACIÓN MARIO RICO,,4460
FF5776FLG,3.0000,0.0000,3591735,3598770,109442ARLF,Salidas en Vale,Facturada,13/01/2026 21:22:11,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",23/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,08/01/2026 COTIZACION   YONATAN COBOS,,4462
FF5776FLG,1.0000,0.0000,3592473,3600465,109508ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,14/01/2026 16:04:53,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",27/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,13/01/2026 COTIZACIÓN MARIO RICO,,4464
FF5776FLG,2.0000,0.0000,3592665,3593965,109229ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,14/01/2026 22:40:52,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",24/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,05/01/2026   COTIZACION   YONATAN COBOS PASA A COBRO UN CORE DE BATERIA,,4472
FF5776FLG,1.0000,0.0000,3593871,,,Salidas en Vale,Devuelta,16/01/2026 11:49:49,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",26/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,16/01/2026 COTIZACIÓN MARIO RICO,,4474
FF5776FLG,2.0000,0.0000,3593925,3593961,109225ARLF,Salidas en Vale,Facturada,16/01/2026 12:14:26,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",26/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,"16/12/2025 COTIZACIÓN MARIO RICO, PASAN A COBRO 2 CORES DE LA 4707CP",,4475
FF5776FLG,1.0000,0.0000,3594005,3594674,109265ARLF,Salidas en Vale,Facturada,16/01/2026 12:44:19,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",06/06/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,11/07/2025. COTIZACION FROYLAN LEDESMA PASA A COBRO CORE DE BATERIA,,4476
FF5776FLG,2.0000,0.0000,3594837,,,Salidas en Vale,Devuelta,17/01/2026 12:53:12,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",27/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,16/01/2026 COTIZACIÓN MARIO RICO - PASA A COBRO 1 CORE DE BATERIA L31LTHCP - PASA A COBRO 1 CORE DE BALATA 4720 - PASA A COBRO 2 CORES DE BALATAS 4515,,4479
FF5776FLG,1.0000,0.0000,3595404,3595479,109295ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,19/01/2026 13:16:25,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",31/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,07/01/2026 cotización Yonatan Cobos,,4481
FF5776FLG,2.0000,0.0000,3595794,,,Salidas en Vale,Devuelta,19/01/2026 18:16:23,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",29/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,16/01/2026 COTIZACIÓN MARIO RICO - PASA A COBRO 1 CORE DE BATERIA L31LTHCP - PASA A COBRO 1 CORE DE BALATA 4720 - PASA A COBRO 2 CORES DE BALATAS 4515,,4483
FF5776FLG,2.0000,0.0000,3595797,,,Salidas en Vale,Devuelta,19/01/2026 18:49:26,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",29/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,16/01/2026 COTIZACIÓN MARIO RICO - PASA A COBRO 1 CORE DE BATERIA L31LTHCP - PASA A COBRO 1 CORE DE BALATA 4720 - PASA A COBRO 2 CORES DE BALATAS 4515,,4484
FF5776FLG,1.0000,0.0000,3596761,,,Salidas en Vale,Devuelta,20/01/2026 19:54:44,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",30/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,19/01/2026 COTIZACION YONATAN COBOS,,4486
FF5776FLG,2.0000,0.0000,3596764,,,Salidas en Vale,Devuelta,20/01/2026 21:43:30,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",06/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,16/01/2026 COTIZACIÓN MARIO RICO - PASA A COBRO 1 CORE DE BATERIA L31LTHCP - PASA A COBRO 1 CORE DE BALATA 4720 - PASA A COBRO 2 CORES DE BALATAS 4515,,4487
FF5776FLG,1.0000,0.0000,3596765,3607267,109749ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,20/01/2026 22:37:36,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",06/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,19/01/2026 COTIZACION YONATAN COBOS,,4488
FF5776FLG,2.0000,0.0000,3597489,,,Salidas en Vale,Devuelta,21/01/2026 16:15:35,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",06/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,20/01/2026  COTIZACION YONATAN COBOS,,4490
FF5776FLG,3.0000,0.0000,3597623,3600448,109506ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,21/01/2026 19:19:17,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",31/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,12/01/2026 COTIZACIÓN MARIO RICO,,4491
FF5776FLG,1.0000,0.0000,3597624,3598829,109447ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,21/01/2026 19:33:39,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",31/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,10 y 11/12/2026 COTIZACIÓN MARIO RICO,,4492
FF5776FLG,1.0000,0.0000,3597625,3598798,109443ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,21/01/2026 19:44:31,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",31/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,09/01/2026  COTIZACION   YONATAN COBOS,,4493
FF5776FLG,4.0000,0.0000,3598053,,,Salidas en Vale,Devuelta,22/01/2026 13:20:23,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",01/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,21/01/2026 COTIZACION YONATAN COBOS,,4494
FF5776FLG,4.0000,0.0000,3598457,,,Salidas en Vale,Devuelta,22/01/2026 18:31:25,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",06/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,21/01/2026 COTIZACION YONATAN COBOS,,4495
FF5776FLG,3.0000,0.0000,3599021,,,Salidas en Vale,Devuelta,23/01/2026 14:11:09,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",02/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,22/01/2026 cotización Yonatan Cobos   pasa a cobro un core de bateria,,4496
FF5776FLG,3.0000,0.0000,3599313,,,Salidas en Vale,Devuelta,23/01/2026 18:17:51,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",06/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,22/01/2026 cotización Yonatan Cobos   pasa a cobro un core de bateria,,4497
FF5776FLG,2.0000,0.0000,3599593,,,Salidas en Vale,Devuelta,24/01/2026 12:32:38,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",03/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,23/01/2026  cotización  Yonatan cobos,,4499
FF5776FLG,2.0000,0.0000,3599655,,,Salidas en Vale,Devuelta,24/01/2026 13:53:58,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",06/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,23/01/2026  cotización  Yonatan cobos,,4501
FF5776FLG,1.0000,0.0000,3601717,,,Salidas en Vale,Devuelta,28/01/2026 11:08:27,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",07/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,27/01/2026 COTIZACIÓN MARIO RICO,,4507
FF5776FLG,2.0000,0.0000,3602783,,,Salidas en Vale,Devuelta,29/01/2026 12:13:56,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",08/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,28/01/2026 COTIZACIÓN MARIO RICO ,,4508
FF5776FLG,3.0000,0.0000,3603961,,,Salidas en Vale,Devuelta,30/01/2026 14:46:00,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",09/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,29/01/2026 COTIZACIÓN MARIO RICO,,4511
FF5776FLG,1.0000,0.0000,3604517,,,Salidas en Vale,Devuelta,31/01/2026 11:30:12,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",10/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,30/01/2026 cotización yonatan Cobos,,4514
FF5776FLG,1.0000,0.0000,3605342,3622216,110336ARLF,Salidas en Vale,Facturada,03/02/2026 13:37:46,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",27/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,02/02/2026 COTIZACION YONATAN COBOS,,4515
FF5776FLG,4.0000,0.0000,3605389,3622210,110335ARLF,Salidas en Vale,Facturada,03/02/2026 14:04:13,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",27/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,01/02/2026  COTIZACION YONATAN COBOS,,4516
FF5776FLG,2.0000,0.0000,3605450,,,Salidas en Vale,Devuelta,03/02/2026 14:55:16,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",13/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,31/01/2026 COTIZACION YONATAN COBOS,,4517
FF5776FLG,2.0000,0.0000,3606331,,,Salidas en Vale,Devuelta,04/02/2026 14:41:31,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",25/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,03/02/2026    cotización Yonatan Cobos,,4521
FF5776FLG,1.0000,0.0000,3606957,,,Salidas en Vale,Devuelta,05/02/2026 11:54:22,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",25/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,04/02/2026  COTIZACION YONATAN COBOS,,4524
FF5776FLG,2.0000,0.0000,3607386,3607414,109758ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,05/02/2026 16:19:49,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",15/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,16/01/2026 COTIZACIÓN MARIO RICO - PASA A COBRO 1 CORE DE BATERIA L31LTHCP - PASA A COBRO 1 CORE DE BALATA 4720 - PASA A COBRO 2 CORES DE BALATAS 4515,,4526
FF5776FLG,2.0000,0.0000,3607429,3607759,109777ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,05/02/2026 16:49:00,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",21/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,20/01/2026  COTIZACION YONATAN COBOS,,4527
FF5776FLG,4.0000,0.0000,3607522,,,Salidas en Vale,Devuelta,05/02/2026 17:56:20,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",20/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,21/01/2026 COTIZACION YONATAN COBOS,,4528
FF5776FLG,3.0000,0.0000,3607544,3622140,110325ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,05/02/2026 18:29:36,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",27/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,22/01/2026 cotización Yonatan Cobos   pasa a cobro un core de bateria,,4529
FF5776FLG,2.0000,0.0000,3607545,,,Salidas en Vale,Devuelta,05/02/2026 18:42:10,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",15/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,23/01/2026  cotización  Yonatan cobos,,4530
FF5776FLG,4.0000,0.0000,3607888,,,Salidas en Vale,Devuelta,06/02/2026 11:24:51,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",21/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,21/01/2026 COTIZACION YONATAN COBOS,,4533
FF5776FLG,4.0000,0.0000,3608885,3622131,110324ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,09/02/2026 10:46:42,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",01/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,21/01/2026 COTIZACION YONATAN COBOS,,4536
FF5776FLG,4.0000,0.0000,3608885,3622131,110324ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,09/02/2026 10:46:42,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",01/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,21/01/2026 COTIZACION YONATAN COBOS,,4536
FF5776FLG,1.0000,0.0000,3608903,,,Salidas en Vale,Devuelta,09/02/2026 10:51:40,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",19/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,"06/02/2026  cotización Yonatan Cobos pasan a cobro 2 cores 4515CP
",,4537
FF5776FLG,2.0000,0.0000,3609128,3622144,110326ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,09/02/2026 12:44:58,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",01/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,23/01/2026  cotización  Yonatan cobos,,4538
FF5776FLG,1.0000,0.0000,3610501,3622174,110330ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,10/02/2026 21:49:39,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",01/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,27/01/2026 COTIZACIÓN MARIO RICO,,4545
FF5776FLG,3.0000,0.0000,3610502,3622182,110332ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,10/02/2026 22:15:16,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",01/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,29/01/2026 COTIZACIÓN MARIO RICO,,4546
FF5776FLG,1.0000,0.0000,3610503,3622201,110333ARLF,Salidas en Vale,Facturada,10/02/2026 22:22:40,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",27/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,30/01/2026 cotización yonatan Cobos,,4547
FF5776FLG,2.0000,0.0000,3610504,3622206,110334ARLF,Salidas en Vale,Facturada,10/02/2026 22:28:33,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",27/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,31/01/2026 COTIZACION YONATAN COBOS,,4548
FF5776FLG,2.0000,0.0000,3610554,,,Salidas en Vale,Devuelta,11/02/2026 09:31:33,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",27/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,28/01/2026 COTIZACIÓN MARIO RICO ,,4549
FF5776FLG,1.0000,0.0000,3613307,3622303,110353ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,14/02/2026 12:11:15,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",27/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,13/02/2026 COTIZACIÓN - MARIO RICO,,4560
FF5776FLG,1.0000,0.0000,3614881,,,Salidas en Vale,Devuelta,17/02/2026 14:06:18,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",27/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,16/02/2026  COTIZACION YONATAN COBOS,,4566
FF5776FLG,1.0000,0.0000,3615710,3622330,110361ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,18/02/2026 13:49:10,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",28/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,17/02/2026 cotización Yonatan Cobos,,4567
FF5776FLG,2.0000,0.0000,3616437,,,Salidas en Vale,Devuelta,19/02/2026 12:30:41,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",01/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,18/02/2026 COTIZACION  YONATAN COBOS,,4568
FF5776FLG,2.0000,0.0000,3617597,3622366,110363ARLF,Salidas en Vale,Facturada,20/02/2026 16:17:51,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",02/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,19/02/2026   COTIZACION YONATAN COBOS,,4569
FF5776FLG,1.0000,0.0000,3617740,3622240,110343ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,20/02/2026 18:40:42,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",02/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,"06/02/2026  cotización Yonatan Cobos pasan a cobro 2 cores 4515CP
",,4570
FF5776FLG,1.0000,0.0000,3618034,3622335,110360ARLF,Salidas en Vale,Facturada,21/02/2026 12:52:49,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",03/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,16/02/2026  COTIZACION YONATAN COBOS   pasan a cobro 8 cores 4707cp,,4578
FF5776FLG,1.0000,0.0000,3619313,,,Salidas en Vale,Devuelta,24/02/2026 12:26:44,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",06/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,23/02/2026 COTIZACION YONATAN COBOS,,4580
FF5776FLG,2.0000,0.0000,3619826,3622217,110337ARLF,Salidas en Vale,Facturada,24/02/2026 21:21:55,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",17/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,03/02/2026    cotización Yonatan Cobos,,4581
FF5776FLG,1.0000,0.0000,3619828,3622221,110338ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,24/02/2026 21:28:07,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",16/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,04/02/2026  COTIZACION YONATAN COBOS,,4582
FF5776FLG,2.0000,0.0000,3622372,3622378,110364ARLF,Salidas en Vale,Facturada,27/02/2026 14:50:33,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",15/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,28/01/2026 COTIZACIÓN MARIO RICO ,,4583
FF5776FLG,2.0000,0.0000,3622720,3622722,110372ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,27/02/2026 20:44:51,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",09/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,18/02/2026 COTIZACION  YONATAN COBOS,,4585
FF5776FLG,1.0000,0.0000,3622726,3622728,110376ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,27/02/2026 20:59:02,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",09/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,23/02/2026 COTIZACION YONATAN COBOS,,4586
FF5776FLG,2.0000,0.0000,3622739,,,Salidas en Vale,Devuelta,27/02/2026 23:11:43,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",20/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,25/02/2026 COTIZACION YONATAN COBOS,,4588
FF5776FLG,2.0000,0.0000,3624919,,,Salidas en Vale,Parcialmente Devuelta,03/03/2026 21:05:24,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",13/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,02/03/2026 MTTO - MATEHUALA - UNIDADES HOME DEPOT - SAMUEL HDZ - MARIO RICO,,4592
FF5776FLG,1.0000,0.0000,3625499,,,Salidas en Vale,Devuelta,04/03/2026 13:35:30,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",24/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,03/03/26 COTIZACION YONATAN COBOS,,4595
FF5776FLG,1.0000,0.0000,3625923,,,Salidas en Vale,Devuelta,04/03/2026 17:54:15,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",20/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,01/03/2026 COTIZACION YONATAN COBOS,,4596
FF5776FLG,2.0000,0.0000,3625925,,,Salidas en Vale,Devuelta,04/03/2026 19:46:28,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",14/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,02/03/2026 COTIZACIÓN YONATAN COBOS,,4597
FF5776FLG,1.0000,0.0000,3626569,,,Salidas en Vale,Devuelta,05/03/2026 15:15:43,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",20/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,04/03/2026  COTIZACION YONATAN COBOS  PASA A COBRO UN CORE SENSOR NOX,,4599
FF5776FLG,2.0000,0.0000,3626658,,,Salidas en Vale,Devuelta,05/03/2026 16:36:55,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",15/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,02/03/2026 COTIZACIÓN YONATAN COBOS,,4600
FF5776FLG,10.0000,0.0000,3626778,,,Salidas en Vale,Devuelta,05/03/2026 18:33:05,"FILTRO DE COMBUSTIBLE ISX, RIEL COMUN X15, OP-FF5825NN, P555776",20/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,02/03/2026 COTIZACIÓN TEPEZALA - MARIO RICO,,4601
